{'tank_id': 56065, 'tier': 8, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R115_IS-3_auto_S.png', 'battles': 1974, 'avg_earnings': 83062, 'avg_profit': 51376, 'avg_ammo_cost': 18613, 'cost_per_shot': 1968, 'avg_repair_cost': 6600, 'avg_consumables_cost': 6472, 'earnings_per_minute': 17053, 'profit_per_minute': 10548, 'class': 'HT', 'isPrem': True, 'name': 'Peregrine'}
{'tank_id': 3889, 'tier': 8, 'nation': 'China', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch17_WZ131_1_WZ132.png', 'battles': 742, 'avg_earnings': 25973, 'avg_profit': -2271, 'avg_ammo_cost': 11071, 'cost_per_shot': 1799, 'avg_repair_cost': 9335, 'avg_consumables_cost': 7838, 'earnings_per_minute': 6246, 'profit_per_minute': -546, 'class': 'LT', 'isPrem': False, 'name': 'WZ-132'}
{'tank_id': 21249, 'tier': 9, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R93_Object263.png', 'battles': 2774, 'avg_earnings': 43014, 'avg_profit': -2358, 'avg_ammo_cost': 22127, 'cost_per_shot': 2707, 'avg_repair_cost': 15202, 'avg_consumables_cost': 8042, 'earnings_per_minute': 7793, 'profit_per_minute': -427, 'class': 'TD', 'isPrem': False, 'name': 'Obj. 263'}
{'tank_id': 51489, 'tier': 2, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A19_T2_lt.png', 'battles': 275, 'avg_earnings': 18827, 'avg_profit': -2375, 'avg_ammo_cost': 19325, 'cost_per_shot': 214, 'avg_repair_cost': 402, 'avg_consumables_cost': 1474, 'earnings_per_minute': 6029, 'profit_per_minute': -760, 'class': 'LT', 'isPrem': True, 'name': 'T2 Light'}
{'tank_id': 16449, 'tier': 8, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F81_Char_de_65t.png', 'battles': 1032, 'avg_earnings': 33346, 'avg_profit': -2376, 'avg_ammo_cost': 20953, 'cost_per_shot': 2428, 'avg_repair_cost': 10904, 'avg_consumables_cost': 3864, 'earnings_per_minute': 6527, 'profit_per_minute': -465, 'class': 'HT', 'isPrem': False, 'name': 'AMX 65 t'}
{'tank_id': 8209, 'tier': 4, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G52_Pz38_NA.png', 'battles': 509, 'avg_earnings': 32993, 'avg_profit': -2463, 'avg_ammo_cost': 26840, 'cost_per_shot': 1315, 'avg_repair_cost': 1149, 'avg_consumables_cost': 7466, 'earnings_per_minute': 6349, 'profit_per_minute': -474, 'class': 'LT', 'isPrem': False, 'name': 'Pz. 38 nA'}
{'tank_id': 4497, 'tier': 8, 'nation': 'Poland', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl23_CS_53.png', 'battles': 3315, 'avg_earnings': 29990, 'avg_profit': -2551, 'avg_ammo_cost': 15826, 'cost_per_shot': 1951, 'avg_repair_cost': 10599, 'avg_consumables_cost': 6115, 'earnings_per_minute': 6171, 'profit_per_minute': -525, 'class': 'MT', 'isPrem': False, 'name': 'CS-53'}
{'tank_id': 2177, 'tier': 9, 'nation': 'Sweden', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S17_EMIL_1952_E2.png', 'battles': 2147, 'avg_earnings': 43971, 'avg_profit': -2631, 'avg_ammo_cost': 25925, 'cost_per_shot': 2739, 'avg_repair_cost': 14041, 'avg_consumables_cost': 6636, 'earnings_per_minute': 8011, 'profit_per_minute': -479, 'class': 'HT', 'isPrem': False, 'name': 'Emil II'}
{'tank_id': 56609, 'tier': 7, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A102_T28_concept.png', 'battles': 1148, 'avg_earnings': 28233, 'avg_profit': -2756, 'avg_ammo_cost': 18965, 'cost_per_shot': 2294, 'avg_repair_cost': 5459, 'avg_consumables_cost': 6565, 'earnings_per_minute': 5624, 'profit_per_minute': -549, 'class': 'TD', 'isPrem': True, 'name': 'T28 HTC'}
{'tank_id': 2657, 'tier': 8, 'nation': 'Japan', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J13_STA_1.png', 'battles': 1270, 'avg_earnings': 28224, 'avg_profit': -2785, 'avg_ammo_cost': 15566, 'cost_per_shot': 1501, 'avg_repair_cost': 11798, 'avg_consumables_cost': 3645, 'earnings_per_minute': 5421, 'profit_per_minute': -535, 'class': 'MT', 'isPrem': False, 'name': 'STA-1'}
{'tank_id': 3873, 'tier': 7, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A11_T29.png', 'battles': 5381, 'avg_earnings': 36786, 'avg_profit': -2800, 'avg_ammo_cost': 25843, 'cost_per_shot': 2743, 'avg_repair_cost': 6681, 'avg_consumables_cost': 7061, 'earnings_per_minute': 7020, 'profit_per_minute': -534, 'class': 'HT', 'isPrem': False, 'name': 'T29'}
{'tank_id': 2049, 'tier': 5, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R12_A-20.png', 'battles': 463, 'avg_earnings': 27189, 'avg_profit': -2869, 'avg_ammo_cost': 16284, 'cost_per_shot': 855, 'avg_repair_cost': 2206, 'avg_consumables_cost': 11568, 'earnings_per_minute': 6466, 'profit_per_minute': -682, 'class': 'LT', 'isPrem': False, 'name': 'A-20'}
{'tank_id': 8465, 'tier': 8, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G64_Panther_II.png', 'battles': 1289, 'avg_earnings': 34445, 'avg_profit': -2915, 'avg_ammo_cost': 18356, 'cost_per_shot': 1745, 'avg_repair_cost': 12328, 'avg_consumables_cost': 6676, 'earnings_per_minute': 6744, 'profit_per_minute': -570, 'class': 'MT', 'isPrem': False, 'name': 'Panther II'}
{'tank_id': 1841, 'tier': 9, 'nation': 'China', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch18_WZ-120.png', 'battles': 953, 'avg_earnings': 42196, 'avg_profit': -2975, 'avg_ammo_cost': 21372, 'cost_per_shot': 2242, 'avg_repair_cost': 15922, 'avg_consumables_cost': 7877, 'earnings_per_minute': 7689, 'profit_per_minute': -542, 'class': 'MT', 'isPrem': False, 'name': 'WZ-120'}
{'tank_id': 7441, 'tier': 9, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G58_VK4502P.png', 'battles': 799, 'avg_earnings': 52942, 'avg_profit': -3024, 'avg_ammo_cost': 29578, 'cost_per_shot': 3525, 'avg_repair_cost': 15856, 'avg_consumables_cost': 10532, 'earnings_per_minute': 9536, 'profit_per_minute': -544, 'class': 'HT', 'isPrem': False, 'name': 'VK 45.02 B'}
{'tank_id': 6721, 'tier': 5, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F05_BDR_G1B.png', 'battles': 925, 'avg_earnings': 36841, 'avg_profit': -3063, 'avg_ammo_cost': 27023, 'cost_per_shot': 2638, 'avg_repair_cost': 2971, 'avg_consumables_cost': 9910, 'earnings_per_minute': 7176, 'profit_per_minute': -596, 'class': 'HT', 'isPrem': False, 'name': 'BDR G1 B'}
{'tank_id': 47121, 'tier': 9, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G144_Kpz_50t.png', 'battles': 4170, 'avg_earnings': 55903, 'avg_profit': -3234, 'avg_ammo_cost': 31536, 'cost_per_shot': 2349, 'avg_repair_cost': 15392, 'avg_consumables_cost': 12208, 'earnings_per_minute': 9761, 'profit_per_minute': -564, 'class': 'MT', 'isPrem': True, 'name': 'Kpz 50 t'}
{'tank_id': 7697, 'tier': 8, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G37_Ferdinand.png', 'battles': 1422, 'avg_earnings': 31097, 'avg_profit': -3239, 'avg_ammo_cost': 15547, 'cost_per_shot': 2121, 'avg_repair_cost': 11399, 'avg_consumables_cost': 7390, 'earnings_per_minute': 5336, 'profit_per_minute': -555, 'class': 'TD', 'isPrem': False, 'name': 'Ferdinand'}
{'tank_id': 3137, 'tier': 8, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F08_AMX_50_100.png', 'battles': 1459, 'avg_earnings': 37289, 'avg_profit': -3252, 'avg_ammo_cost': 21989, 'cost_per_shot': 2395, 'avg_repair_cost': 10472, 'avg_consumables_cost': 8081, 'earnings_per_minute': 7722, 'profit_per_minute': -673, 'class': 'HT', 'isPrem': False, 'name': 'AMX 50 100'}
{'tank_id': 11521, 'tier': 9, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R81_IS8.png', 'battles': 4313, 'avg_earnings': 45474, 'avg_profit': -3332, 'avg_ammo_cost': 25820, 'cost_per_shot': 3018, 'avg_repair_cost': 15857, 'avg_consumables_cost': 7128, 'earnings_per_minute': 8903, 'profit_per_minute': -652, 'class': 'HT', 'isPrem': False, 'name': 'T-10'}
{'tank_id': 10017, 'tier': 6, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A36_Sherman_Jumbo.png', 'battles': 573, 'avg_earnings': 28149, 'avg_profit': -3398, 'avg_ammo_cost': 22978, 'cost_per_shot': 1577, 'avg_repair_cost': 5044, 'avg_consumables_cost': 3524, 'earnings_per_minute': 5587, 'profit_per_minute': -674, 'class': 'MT', 'isPrem': False, 'name': 'M4A3E2'}
{'tank_id': 5937, 'tier': 10, 'nation': 'China', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch29_Type_62C_prot.png', 'battles': 676, 'avg_earnings': 44360, 'avg_profit': -3481, 'avg_ammo_cost': 16709, 'cost_per_shot': 2156, 'avg_repair_cost': 18528, 'avg_consumables_cost': 12603, 'earnings_per_minute': 8793, 'profit_per_minute': -690, 'class': 'LT', 'isPrem': False, 'name': 'WZ-132-1'}
{'tank_id': 61729, 'tier': 9, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A125_AEP_1.png', 'battles': 8196, 'avg_earnings': 47259, 'avg_profit': -3498, 'avg_ammo_cost': 28838, 'cost_per_shot': 2774, 'avg_repair_cost': 15551, 'avg_consumables_cost': 6367, 'earnings_per_minute': 8898, 'profit_per_minute': -658, 'class': 'HT', 'isPrem': True, 'name': 'AE Phase I'}
{'tank_id': 4353, 'tier': 8, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R20_T-44.png', 'battles': 5162, 'avg_earnings': 31881, 'avg_profit': -3535, 'avg_ammo_cost': 19087, 'cost_per_shot': 2054, 'avg_repair_cost': 10961, 'avg_consumables_cost': 5367, 'earnings_per_minute': 6394, 'profit_per_minute': -709, 'class': 'MT', 'isPrem': False, 'name': 'T-44'}
{'tank_id': 18705, 'tier': 9, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G110_Typ_205.png', 'battles': 10524, 'avg_earnings': 44937, 'avg_profit': -3598, 'avg_ammo_cost': 24855, 'cost_per_shot': 3144, 'avg_repair_cost': 18892, 'avg_consumables_cost': 4788, 'earnings_per_minute': 7974, 'profit_per_minute': -638, 'class': 'HT', 'isPrem': False, 'name': 'Mäuschen'}
{'tank_id': 5713, 'tier': 9, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB24_Centurion_Mk3.png', 'battles': 10563, 'avg_earnings': 45779, 'avg_profit': -3718, 'avg_ammo_cost': 25037, 'cost_per_shot': 2218, 'avg_repair_cost': 14449, 'avg_consumables_cost': 10012, 'earnings_per_minute': 8357, 'profit_per_minute': -678, 'class': 'MT', 'isPrem': False, 'name': 'Centurion 7/1'}
{'tank_id': 3217, 'tier': 9, 'nation': 'Poland', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl05_50TP_Tyszkiewicza.png', 'battles': 1528, 'avg_earnings': 43289, 'avg_profit': -3781, 'avg_ammo_cost': 23126, 'cost_per_shot': 2911, 'avg_repair_cost': 16631, 'avg_consumables_cost': 7313, 'earnings_per_minute': 7938, 'profit_per_minute': -693, 'class': 'HT', 'isPrem': False, 'name': '50TP'}
{'tank_id': 3345, 'tier': 3, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G08_Pz38t.png', 'battles': 287, 'avg_earnings': 20073, 'avg_profit': -3842, 'avg_ammo_cost': 20842, 'cost_per_shot': 670, 'avg_repair_cost': 594, 'avg_consumables_cost': 2479, 'earnings_per_minute': 4009, 'profit_per_minute': -767, 'class': 'LT', 'isPrem': False, 'name': 'Pz. 38 (t)'}
{'tank_id': 11297, 'tier': 8, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A68_T28_Prototype.png', 'battles': 1620, 'avg_earnings': 31055, 'avg_profit': -3948, 'avg_ammo_cost': 20977, 'cost_per_shot': 2521, 'avg_repair_cost': 8775, 'avg_consumables_cost': 5250, 'earnings_per_minute': 5929, 'profit_per_minute': -753, 'class': 'TD', 'isPrem': False, 'name': 'T28 Prot.'}
{'tank_id': 5969, 'tier': 8, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB23_Centurion.png', 'battles': 5847, 'avg_earnings': 35722, 'avg_profit': -3958, 'avg_ammo_cost': 21889, 'cost_per_shot': 1834, 'avg_repair_cost': 11761, 'avg_consumables_cost': 6030, 'earnings_per_minute': 7137, 'profit_per_minute': -790, 'class': 'MT', 'isPrem': False, 'name': 'Centurion I'}
{'tank_id': 32769, 'tier': 9, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R183_K_91_PT.png', 'battles': 1210, 'avg_earnings': 34222, 'avg_profit': -4015, 'avg_ammo_cost': 19704, 'cost_per_shot': 2150, 'avg_repair_cost': 12937, 'avg_consumables_cost': 5596, 'earnings_per_minute': 5903, 'profit_per_minute': -692, 'class': 'TD', 'isPrem': True, 'name': 'K-91-PT'}
{'tank_id': 21281, 'tier': 9, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A144_M_VI_Y.png', 'battles': 714, 'avg_earnings': 45461, 'avg_profit': -4135, 'avg_ammo_cost': 29353, 'cost_per_shot': 2538, 'avg_repair_cost': 15801, 'avg_consumables_cost': 4442, 'earnings_per_minute': 8657, 'profit_per_minute': -787, 'class': 'HT', 'isPrem': False, 'name': 'M-VI-Y'}
{'tank_id': 15681, 'tier': 9, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F71_AMX_30_prototype.png', 'battles': 1131, 'avg_earnings': 47122, 'avg_profit': -4182, 'avg_ammo_cost': 26958, 'cost_per_shot': 2358, 'avg_repair_cost': 13287, 'avg_consumables_cost': 11059, 'earnings_per_minute': 8325, 'profit_per_minute': -738, 'class': 'MT', 'isPrem': False, 'name': 'AMX 30'}
{'tank_id': 10513, 'tier': 8, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G67_VK4502A.png', 'battles': 426, 'avg_earnings': 39419, 'avg_profit': -4342, 'avg_ammo_cost': 25518, 'cost_per_shot': 2720, 'avg_repair_cost': 12093, 'avg_consumables_cost': 6150, 'earnings_per_minute': 8304, 'profit_per_minute': -914, 'class': 'HT', 'isPrem': False, 'name': 'VK 45.02 A'}
{'tank_id': 19985, 'tier': 10, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G125_Spz_57_Rh.png', 'battles': 3321, 'avg_earnings': 44197, 'avg_profit': -4426, 'avg_ammo_cost': 16210, 'cost_per_shot': 1929, 'avg_repair_cost': 20060, 'avg_consumables_cost': 12353, 'earnings_per_minute': 9020, 'profit_per_minute': -903, 'class': 'LT', 'isPrem': False, 'name': 'Rhm. Pzw.'}
{'tank_id': 44545, 'tier': 9, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R119_Object_777.png', 'battles': 1410, 'avg_earnings': 45147, 'avg_profit': -4641, 'avg_ammo_cost': 26417, 'cost_per_shot': 2980, 'avg_repair_cost': 17548, 'avg_consumables_cost': 5823, 'earnings_per_minute': 8432, 'profit_per_minute': -866, 'class': 'HT', 'isPrem': True, 'name': 'Obj. 777 II'}
{'tank_id': 14865, 'tier': 9, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G91_Pro_Ag_A.png', 'battles': 11381, 'avg_earnings': 43819, 'avg_profit': -4735, 'avg_ammo_cost': 25703, 'cost_per_shot': 2627, 'avg_repair_cost': 13652, 'avg_consumables_cost': 9199, 'earnings_per_minute': 7423, 'profit_per_minute': -802, 'class': 'MT', 'isPrem': False, 'name': 'Leopard PT A'}
{'tank_id': 3649, 'tier': 10, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F18_Bat_Chatillon25t.png', 'battles': 4132, 'avg_earnings': 47767, 'avg_profit': -4764, 'avg_ammo_cost': 18877, 'cost_per_shot': 1934, 'avg_repair_cost': 21333, 'avg_consumables_cost': 12321, 'earnings_per_minute': 9474, 'profit_per_minute': -945, 'class': 'MT', 'isPrem': False, 'name': 'B-C 25 t'}
{'tank_id': 19009, 'tier': 10, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F108_Panhard_EBR_105.png', 'battles': 18083, 'avg_earnings': 43214, 'avg_profit': -4776, 'avg_ammo_cost': 11070, 'cost_per_shot': 1729, 'avg_repair_cost': 15675, 'avg_consumables_cost': 21244, 'earnings_per_minute': 9365, 'profit_per_minute': -1035, 'class': 'LT', 'isPrem': False, 'name': 'EBR 105'}
{'tank_id': 43073, 'tier': 9, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F115_Lorraine_50t.png', 'battles': 762, 'avg_earnings': 48960, 'avg_profit': -4835, 'avg_ammo_cost': 29836, 'cost_per_shot': 3119, 'avg_repair_cost': 14945, 'avg_consumables_cost': 9015, 'earnings_per_minute': 9394, 'profit_per_minute': -927, 'class': 'HT', 'isPrem': True, 'name': 'Lorraine 50 t'}
{'tank_id': 18209, 'tier': 9, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A100_T49.png', 'battles': 1750, 'avg_earnings': 34880, 'avg_profit': -4969, 'avg_ammo_cost': 10739, 'cost_per_shot': 1657, 'avg_repair_cost': 13657, 'avg_consumables_cost': 15452, 'earnings_per_minute': 7076, 'profit_per_minute': -1008, 'class': 'LT', 'isPrem': False, 'name': 'T49'}
{'tank_id': 5729, 'tier': 5, 'nation': 'Japan', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J23_Mi_To.png', 'battles': 232, 'avg_earnings': 32025, 'avg_profit': -4977, 'avg_ammo_cost': 28488, 'cost_per_shot': 1848, 'avg_repair_cost': 3116, 'avg_consumables_cost': 5396, 'earnings_per_minute': 5876, 'profit_per_minute': -913, 'class': 'HT', 'isPrem': False, 'name': 'O-I Exp.'}
{'tank_id': 1121, 'tier': 7, 'nation': 'Japan', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J11_Chi_Ri.png', 'battles': 953, 'avg_earnings': 28078, 'avg_profit': -5015, 'avg_ammo_cost': 20548, 'cost_per_shot': 1329, 'avg_repair_cost': 7507, 'avg_consumables_cost': 5037, 'earnings_per_minute': 5343, 'profit_per_minute': -954, 'class': 'MT', 'isPrem': False, 'name': 'Chi-Ri'}
{'tank_id': 9809, 'tier': 6, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB40_Gun_Carrier_Churchill.png', 'battles': 135, 'avg_earnings': 28015, 'avg_profit': -5033, 'avg_ammo_cost': 20862, 'cost_per_shot': 2813, 'avg_repair_cost': 4089, 'avg_consumables_cost': 8096, 'earnings_per_minute': 5110, 'profit_per_minute': -918, 'class': 'TD', 'isPrem': False, 'name': 'Churchill GC'}
{'tank_id': 2913, 'tier': 4, 'nation': 'Japan', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J06_Ke_Ho.png', 'battles': 228, 'avg_earnings': 32639, 'avg_profit': -5210, 'avg_ammo_cost': 29907, 'cost_per_shot': 1296, 'avg_repair_cost': 1035, 'avg_consumables_cost': 6907, 'earnings_per_minute': 6242, 'profit_per_minute': -996, 'class': 'LT', 'isPrem': False, 'name': 'Ke-Ho'}
{'tank_id': 8241, 'tier': 9, 'nation': 'China', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch37_WZ111G_FT.png', 'battles': 1014, 'avg_earnings': 44933, 'avg_profit': -5325, 'avg_ammo_cost': 27676, 'cost_per_shot': 3882, 'avg_repair_cost': 12336, 'avg_consumables_cost': 10246, 'earnings_per_minute': 6523, 'profit_per_minute': -773, 'class': 'TD', 'isPrem': False, 'name': 'WZ-111G FT'}
{'tank_id': 4193, 'tier': 9, 'nation': 'Japan', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J25_Type_4.png', 'battles': 619, 'avg_earnings': 43307, 'avg_profit': -5387, 'avg_ammo_cost': 25484, 'cost_per_shot': 3581, 'avg_repair_cost': 16861, 'avg_consumables_cost': 6349, 'earnings_per_minute': 7566, 'profit_per_minute': -941, 'class': 'HT', 'isPrem': False, 'name': 'Type 4 Heavy'}
{'tank_id': 2977, 'tier': 10, 'nation': 'Italy', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It15_Rinoceronte.png', 'battles': 7534, 'avg_earnings': 51283, 'avg_profit': -5411, 'avg_ammo_cost': 27571, 'cost_per_shot': 3027, 'avg_repair_cost': 20082, 'avg_consumables_cost': 9040, 'earnings_per_minute': 9295, 'profit_per_minute': -980, 'class': 'HT', 'isPrem': False, 'name': 'Rinoceronte'}
{'tank_id': 22529, 'tier': 9, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R171_IS_3_II.png', 'battles': 2071, 'avg_earnings': 51334, 'avg_profit': -5417, 'avg_ammo_cost': 36200, 'cost_per_shot': 3170, 'avg_repair_cost': 15271, 'avg_consumables_cost': 5279, 'earnings_per_minute': 9340, 'profit_per_minute': -985, 'class': 'HT', 'isPrem': False, 'name': 'IS-3-II'}
{'tank_id': 2721, 'tier': 10, 'nation': 'Italy', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It08_Progetto_M40_mod_65.png', 'battles': 3628, 'avg_earnings': 48126, 'avg_profit': -5420, 'avg_ammo_cost': 21588, 'cost_per_shot': 1880, 'avg_repair_cost': 21386, 'avg_consumables_cost': 10571, 'earnings_per_minute': 8791, 'profit_per_minute': -990, 'class': 'MT', 'isPrem': False, 'name': 'Progetto 65'}
{'tank_id': 19713, 'tier': 9, 'nation': 'USSR', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R151_Object_257_2.png', 'battles': 2236, 'avg_earnings': 42470, 'avg_profit': -5430, 'avg_ammo_cost': 26725, 'cost_per_shot': 2985, 'avg_repair_cost': 16386, 'avg_consumables_cost': 4788, 'earnings_per_minute': 7978, 'profit_per_minute': -1020, 'class': 'HT', 'isPrem': False, 'name': 'Obj. 257'}
{'tank_id': 929, 'tier': 3, 'nation': 'Italy', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It03_M15_42.png', 'battles': 254, 'avg_earnings': 18442, 'avg_profit': -5474, 'avg_ammo_cost': 18855, 'cost_per_shot': 826, 'avg_repair_cost': 922, 'avg_consumables_cost': 4139, 'earnings_per_minute': 4133, 'profit_per_minute': -1226, 'class': 'MT', 'isPrem': False, 'name': 'M15/42'}
{'tank_id': 4929, 'tier': 9, 'nation': 'France', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F17_AMX_13_90.png', 'battles': 3612, 'avg_earnings': 33824, 'avg_profit': -5517, 'avg_ammo_cost': 15628, 'cost_per_shot': 1903, 'avg_repair_cost': 11912, 'avg_consumables_cost': 11801, 'earnings_per_minute': 7034, 'profit_per_minute': -1147, 'class': 'LT', 'isPrem': False, 'name': 'AMX 13 90'}
{'tank_id': 17953, 'tier': 8, 'nation': 'USA', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A97_M41_Bulldog.png', 'battles': 945, 'avg_earnings': 21880, 'avg_profit': -5662, 'avg_ammo_cost': 8977, 'cost_per_shot': 1472, 'avg_repair_cost': 8652, 'avg_consumables_cost': 9912, 'earnings_per_minute': 5850, 'profit_per_minute': -1514, 'class': 'LT', 'isPrem': False, 'name': 'M41 Bulldog'}
{'tank_id': 12369, 'tier': 10, 'nation': 'UK', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB31_Conqueror_Gun.png', 'battles': 2782, 'avg_earnings': 41114, 'avg_profit': -5667, 'avg_ammo_cost': 18024, 'cost_per_shot': 2468, 'avg_repair_cost': 18420, 'avg_consumables_cost': 10336, 'earnings_per_minute': 6269, 'profit_per_minute': -864, 'class': 'SPG', 'isPrem': False, 'name': 'ConquerorGC'}
{'tank_id': 2065, 'tier': 2, 'nation': 'Germany', 'image': 'https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G06_PzII.png', 'battles': 606, 'avg_earnings': 15366, 'avg_profit': -5752, 'avg_ammo_cost': 19105, 'cost_per_shot': 160, 'avg_repair_cost': 717, 'avg_consumables_cost': 1295, 'earnings_per_minute': 3953, 'profit_per_minute': -1480, 'class': 'LT', 'isPrem': False, 'name': 'Pz. II'}
