cost_per_shot,image,tank_id,avg_consumables_cost,avg_profit,avg_ammo_cost,tier,nation,earnings_per_minute,class,isPrem,avg_earnings,avg_repair_cost,name,battles,profit_per_minute
1927,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/czech-Cz18_TNH_105_1000.png,3441,4196,2210,15109,8,Czech,6553,HT,False,32194,10678,TNH 105/1000,3880,449
385,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F12_Hotchkiss_H35.png,1345,880,2169,13892,2,France,3710,LT,False,17381,440,H35,150,463
975,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G101_StuG_III.png,17937,2302,2144,10117,4,Germany,3149,TD,False,15763,1198,StuG III B,888,428
1092,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R197_KV_1S_MZ.png,37889,5575,2142,15277,5,USSR,5530,HT,True,26068,3072,KV-1SA,2649,454
1772,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G57_PzVI_Tiger_P.png,10769,3768,2131,18935,7,Germany,6424,HT,False,33969,9134,Tiger (P),9282,403
1414,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A71_T21.png,15137,6446,2108,19127,6,USA,6051,LT,False,31415,3733,T21,1177,406
1258,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A94_T37.png,16673,6017,2080,14596,6,USA,5782,LT,False,26673,3978,T37,1768,451
2147,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch36_WZ111_1G_FT.png,7985,9975,1881,15111,8,China,5566,TD,False,34048,7080,WZ-111-1 FT,889,307
1565,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R80_KV1.png,11777,5554,1851,23298,5,USSR,6844,HT,False,33874,3169,KV-1,3361,374
1084,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J10_Chi_To.png,1889,4093,1845,14457,6,Japan,5087,MT,False,25517,5121,Chi-To,1219,367
1532,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch16_WZ_131.png,3377,10090,1825,12480,7,China,6176,LT,False,30201,5805,WZ-131,1256,373
1553,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S29_UDES_14_5.png,4993,5264,1796,12839,8,Sweden,5843,MT,False,31242,11342,UDES 14 5,22525,335
1991,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R52_Object_261.png,8705,7780,1735,19014,10,USSR,6885,SPG,False,44543,16013,Obj. 261,11079,268
2124,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R96_Object_430.png,21505,5377,1728,19929,9,USSR,7585,MT,False,42245,15210,Obj. 430,3011,310
3284,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A14_T30.png,2593,6722,1714,20294,9,USA,7465,TD,False,42215,13483,T30,10644,303
166,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G82_Pz_II_AusfG.png,13073,2138,1690,8211,3,Germany,3051,LT,False,13008,968,Pz. II G,206,396
2249,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S18_EMIL_1951_E1.png,1921,5389,1663,19775,8,Sweden,6958,HT,False,36294,9466,Emil I,2639,318
2509,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G99_RhB_Waffentrager.png,16657,6213,1603,16416,8,Germany,5298,TD,False,32000,7766,Rhm.-B. WT,11456,265
1222,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G103_RU_251.png,18449,11380,1582,9265,9,Germany,7176,LT,False,35908,13680,Ru 251,3425,316
125,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G12_Ltraktor.png,3089,0,1544,11433,1,Germany,2997,LT,False,12977,0,L.Tr.,802,356
1708,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R170_IS_2_II.png,22785,6108,1502,15998,8,USSR,6760,HT,False,34130,10519,IS-2-II,2266,297
2394,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R139_IS_M.png,20481,5444,1501,17790,8,USSR,7066,HT,False,35111,10374,IS-M,1294,302
2129,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/germany-G158_VK2801_105_SPXXI.png,25617,6488,1336,13890,6,Germany,6319,LT,True,25385,3669,VK 28.01 105,5659,332
1047,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R25_GAZ-74b.png,6913,2196,1307,16622,4,USSR,3736,TD,False,20899,772,SU-85B,443,233
1749,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A72_T25_2.png,11041,3452,1264,17006,7,USA,4752,TD,False,26794,5070,T25/2,2835,224
2128,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G04_PzVI_Tiger_I.png,529,6280,1255,21311,7,Germany,7469,HT,False,38333,9485,Tiger I,6604,244
804,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A57_M8A1.png,10273,2855,1186,17160,4,USA,4055,TD,False,22262,1059,M8A1,3592,216
723,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB59_Cruiser_Mk_IV.png,7505,3029,1164,20919,4,UK,6032,LT,False,26747,1633,Cruiser IV,1397,262
154,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S15_L_60.png,51841,1779,1132,9243,2,Sweden,3721,LT,True,12518,363,L-60,109,336
1031,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch21_T34.png,4657,5456,1049,20272,5,China,6053,MT,False,29034,2255,Type T-34,1207,218
921,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch09_M5.png,3121,4280,1037,21284,4,China,5890,LT,False,28347,1744,M5A1 Stuart,1033,215
2308,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F75_Char_de_25t.png,5697,6062,1036,21837,9,France,8576,MT,False,42664,13727,B-C 25 t AP,2590,208
1841,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R59_A44.png,12545,4759,1017,16373,7,USSR,5302,MT,False,29073,6923,A-44,358,185
1932,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A139_M_III_Y.png,21025,2668,981,23251,8,USA,7263,HT,False,37718,10817,M-III-Y,2003,188
2182,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It19_Progetto_C50_mod_66.png,3489,5028,957,20482,9,Italy,7912,HT,False,41966,15497,Progetto 66,18610,180
1399,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A103_T71E1.png,15649,5556,904,14899,7,USA,6403,LT,False,27709,6349,T71 DA,3429,209
2295,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F05_BDR_G1B.png,6721,7367,901,23250,5,France,6689,HT,False,34451,2932,BDR G1 B,1479,175
1221,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F87_Batignolles-Chatillon_12t.png,17473,8230,874,9358,8,France,6158,LT,False,26968,8505,B-C 12 t,5492,199
3317,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R18_SU-152.png,2305,4942,807,17919,7,USSR,5010,TD,False,28238,4568,SU-152,2597,143
1472,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch17_WZ131_1_WZ132.png,3889,7069,786,8567,8,China,6261,LT,False,25812,9389,WZ-132,1385,190
2086,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G61_G_E.png,9233,7264,735,16419,10,Germany,6498,SPG,False,41563,17144,G.W. E 100,3730,114
1469,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F110_Lynx_6x6.png,18497,9656,720,9149,8,France,7272,LT,False,27383,7856,Lynx 6x6,6298,191
585,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It03_M15_42.png,929,2750,699,13728,3,Italy,4139,MT,False,18079,901,M15/42,494,160
3367,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A40_T95.png,8737,7416,496,21523,9,USA,7195,TD,False,43025,13588,T95,5746,83
1345,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It14_P44_Pantera.png,2209,4011,433,13323,8,Italy,5821,MT,False,29333,11564,P.44 Pantera,4200,85
2342,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl18_BUGI.png,3985,4010,367,19020,6,Poland,6001,MT,False,28192,4794,B.U.G.I.,3155,78
2766,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G115_Typ_205B.png,19729,4600,330,22470,8,Germany,7244,HT,False,39211,11809,VK 100.01 P,17974,61
2231,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G09_Hetzer.png,1809,3265,231,17516,4,Germany,4594,TD,False,22124,1110,Hetzer,1838,48
1995,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F07_AMX_M4_1945.png,6977,5466,177,19760,7,France,6450,HT,False,34107,8703,AMX M4 45,2791,33
2486,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A10_M6.png,801,6404,159,26159,6,USA,7994,HT,False,37518,4795,M6,9129,33
2067,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB103_GSOR3301_AVR_FS.png,58705,9492,121,13380,9,UK,7062,LT,False,34927,11933,GSOR,2364,24
101,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl01_TKS_20mm.png,401,3035,15,3732,2,Poland,1073,LT,True,6944,161,TKS 20,352,2
1961,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch04_T34_1.png,1073,5280,-110,19020,7,China,5999,MT,False,31611,7421,T-34-1,921,-21
1920,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A130_Super_Hellcat.png,62497,4958,-192,17646,7,USA,5262,TD,True,28116,5704,Super Hellcat,11462,-35
2459,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G97_Waffentrager_IV.png,16401,8374,-304,20414,9,Germany,6089,TD,False,39510,11025,WT auf Pz. IV,10633,-46
1413,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F100_Panhard_EBR_90.png,18753,11472,-316,10575,9,France,7225,LT,False,33030,11298,EBR 90,5372,-69
461,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G25_PzII_Luchs.png,6161,5520,-334,16646,4,Germany,5095,LT,False,23403,1570,Luchs,2549,-72
825,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R12_A-20.png,2049,9575,-383,16413,5,USSR,6460,LT,False,27793,2188,A-20,746,-89
1926,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A07_T20.png,1569,5213,-384,18913,7,USA,5795,MT,False,30669,6926,T20,2937,-72
1785,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G28_PzIII_IV.png,6417,3354,-399,35782,5,Germany,7524,MT,False,41462,2725,Pz. III/IV,773,-72
2721,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R47_ISU-152.png,7425,5260,-585,14819,8,USSR,5070,TD,False,29029,9534,ISU-152,3917,-102
2730,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch12_111_1_2_3.png,2097,4701,-689,23799,9,China,7908,HT,False,43255,15443,WZ-111 1-4,1367,-126
2779,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R19_IS-3.png,5377,5162,-695,21206,8,USSR,7346,HT,False,36474,10800,IS-3,7901,-139
3039,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R53_Object_704.png,8193,7648,-706,19626,9,USSR,6000,TD,False,37555,10986,Obj. 704,2804,-112
1296,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB10_Black_Prince.png,3153,3917,-752,18238,7,UK,5818,HT,False,30328,8925,Black Prince,2273,-144
877,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB73_AT2.png,8785,3861,-829,15873,5,UK,4255,TD,False,21513,2608,AT 2,826,-164
2515,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A38_T92.png,8481,8683,-911,16255,10,USA,6533,SPG,False,41954,17926,T92 HMC,5216,-141
3109,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch49_BZ_68.png,9265,6390,-960,23761,9,China,8450,HT,False,44881,15689,BZ-68,3121,-180
2517,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It31_CC_67_B.png,4769,4458,-973,19459,8,Italy,6256,TD,False,33319,10376,SMV CC-67,6384,-182
2267,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S27_UDES_16.png,5249,5246,-1113,21320,9,Sweden,7214,MT,False,40531,15077,UDES 16,22485,-198
1517,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G88_Indien_Panzer.png,13841,3516,-1132,14805,8,Germany,5366,MT,False,27616,10426,Indien-Pz.,4850,-220
780,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A23_M7_med.png,5409,15959,-1252,14248,5,USA,5269,LT,False,30571,1615,M7,342,-215
1985,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch05_T34_2.png,1585,5208,-1296,18573,8,China,6189,MT,False,33647,11162,T-34-2,1043,-238
2180,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB80_Charioteer.png,14673,5901,-1325,19249,8,UK,5546,TD,False,31712,7886,Charioteer,6560,-231
2175,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G71_JagdPantherII.png,11537,4574,-1410,14805,8,Germany,4944,TD,False,27367,9397,JPanther II,1367,-254
2535,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F81_Char_de_65t.png,16449,4297,-1415,21214,8,France,6926,HT,False,35158,11062,AMX 65 t,1806,-278
1902,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz02_TVP_T50.png,2161,6673,-1480,22385,9,Czech,7542,MT,False,41650,14072,Škoda T 50,7097,-268
1460,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G107_PzKpfwIII_AusfK.png,61457,15940,-1586,22337,5,Germany,7877,MT,True,38573,1881,Pz. III K,330,-324
1633,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R109_T54S.png,18177,7742,-1609,11057,9,USSR,6853,LT,False,30402,13210,T-54 ltwt.,3906,-362
1307,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G52_Pz38_NA.png,8209,7930,-1688,26611,4,Germany,6532,LT,False,33989,1135,Pz. 38 nA,862,-324
1807,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB23_Centurion.png,5969,5090,-1746,20775,8,UK,7100,MT,False,35960,11841,Centurion I,16245,-344
2707,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A11_T29.png,3873,6318,-1765,25179,7,USA,6982,HT,False,36414,6681,T29,8053,-338
2153,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J14_Type_61.png,3425,5143,-1789,24428,9,Japan,7515,MT,False,42724,14942,Type 61,3246,-314
2567,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S17_EMIL_1952_E2.png,2177,7139,-1814,23926,9,Sweden,7931,HT,False,43345,14093,Emil II,3329,-331
1510,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A36_Sherman_Jumbo.png,10017,3142,-1988,21616,6,USA,5690,MT,False,27833,5063,M4A3E2,945,-406
1960,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl23_CS_53.png,4497,6165,-2141,16129,8,Poland,6258,MT,False,30820,10667,CS-53,4602,-434
1217,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A58_T67.png,10529,5930,-2146,19663,5,USA,4776,TD,False,25443,1997,T67,2994,-403
682,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G08_Pz38t.png,3345,1883,-2150,19975,3,Germany,4033,LT,False,20300,592,Pz. 38 (t),394,-427
2299,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F08_AMX_50_100.png,3137,7831,-2209,21395,8,France,7670,HT,False,37565,10547,AMX 50 100,2164,-451
2317,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A102_T28_concept.png,56609,5874,-2219,18636,7,USA,5477,TD,True,27692,5401,T28 HTC,1740,-438
2329,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G144_Kpz_50t.png,47121,11184,-2290,31352,9,Germany,9714,MT,True,55563,15317,Kpz 50 t,6599,-400
2875,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl05_50TP_Tyszkiewicza.png,3217,6286,-2298,22256,9,Poland,7905,HT,False,43035,16792,50TP,2580,-422
1636,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A34_M24_Chaffee.png,9761,8798,-2328,20169,5,USA,6372,LT,False,28686,2046,Chaffee,1079,-517
217,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A19_T2_lt.png,51489,1485,-2384,19496,2,USA,5912,LT,True,18999,402,T2 Light,439,-742
2640,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R93_Object263.png,21249,8424,-2527,21106,9,USSR,7630,TD,False,42253,15249,Obj. 263,4959,-456
2008,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R20_T-44.png,4353,5335,-2540,18836,8,USSR,6483,MT,False,32580,10948,T-44,7110,-505
2397,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A68_T28_Prototype.png,11297,4421,-2595,19334,8,USA,5524,TD,False,29825,8664,T28 Prot.,2549,-480
2169,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G37_Ferdinand.png,7697,6171,-2727,15641,8,Germany,5256,TD,False,30576,11491,Ferdinand,2507,-468
2927,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F37_AMX50_Foch.png,11073,3367,-2737,30286,9,France,6965,TD,False,41973,11056,Foch,1341,-454
3005,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R81_IS8.png,11521,6986,-2748,25724,9,USSR,8958,HT,False,45795,15833,T-10,6895,-537
2185,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB24_Centurion_Mk3.png,5713,8135,-2786,23914,9,UK,8051,MT,False,43753,14489,Centurion 7/1,29308,-512
2036,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch28_WZ_132A.png,5681,9244,-3128,11982,9,China,6801,LT,False,30542,12445,WZ-132A,1038,-696
1598,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A100_T49.png,18209,13488,-3227,10085,9,USA,7125,LT,False,34045,13699,T49,2605,-675
1473,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J13_STA_1.png,2657,4738,-3267,15230,8,Japan,5480,MT,False,28549,11848,STA-1,1880,-627
2745,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A125_AEP_1.png,61729,6066,-3316,28261,9,USA,8789,HT,True,46541,15529,AE Phase I,14384,-626
2872,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R73_KV4.png,11009,5136,-3401,27269,8,USSR,7999,HT,False,41687,12684,KV-4,2202,-652
3093,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G110_Typ_205.png,18705,4758,-3408,24395,9,Germany,7920,HT,False,44646,18900,Mäuschen,11783,-604
2242,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F71_AMX_30_prototype.png,15681,10925,-3416,25049,9,France,8218,MT,False,45965,13408,AMX 30,2172,-610
1908,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F18_Bat_Chatillon25t.png,3649,12434,-3443,18942,10,France,9529,MT,False,49161,21228,B-C 25 t,6851,-667
2968,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R119_Object_777.png,44545,5264,-3511,26320,9,USSR,8511,HT,True,45521,17448,Obj. 777 II,2351,-656
1734,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F108_Panhard_EBR_105.png,19009,20031,-3513,10926,10,France,9491,LT,False,43172,15728,EBR 105,27410,-772
2450,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G44_JagdTiger.png,7953,7457,-3525,20348,9,Germany,6334,TD,False,39138,14858,Jagdtiger,3488,-570
1953,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G64_Panther_II.png,8465,6605,-3577,20904,8,Germany,6889,MT,False,36131,12199,Panther II,2588,-682
2873,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F115_Lorraine_50t.png,43073,8702,-3657,26674,9,France,9187,HT,True,46865,15145,Lorraine 50 t,1400,-716
2596,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G91_Pro_Ag_A.png,14865,8803,-3749,25478,9,Germany,7498,MT,False,44151,13619,Leopard PT A,18005,-636
2443,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A144_M_VI_Y.png,21281,4158,-3780,27929,9,USA,8283,HT,False,43919,15612,M-VI-Y,1013,-713
1915,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F17_AMX_13_90.png,4929,9870,-3836,15903,9,France,6982,LT,False,33813,11876,AMX 13 90,5808,-792
2922,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB97_Chimera.png,57425,10590,-3873,25361,8,UK,7675,MT,True,43009,10931,Chimera,2350,-691
1374,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A97_M41_Bulldog.png,17953,9689,-3986,8944,8,USA,6198,LT,False,23326,8679,M41 Bulldog,1621,-1059
2375,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch18_WZ-120.png,1841,8247,-4024,22941,9,China,7808,MT,False,43131,15967,WZ-120,1370,-728
1764,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It08_Progetto_M40_mod_65.png,2721,10747,-4106,20275,10,Italy,8821,MT,False,48332,21415,Progetto 65,6075,-749
2934,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R151_Object_257_2.png,19713,5129,-4155,25889,9,USSR,8034,HT,False,43045,16182,Obj. 257,3965,-775
2505,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A39_T28.png,8225,5691,-4265,22179,8,USA,6240,TD,False,35147,11542,T28,2416,-757
1885,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G125_Spz_57_Rh.png,19985,12044,-4277,15893,10,Germany,9030,LT,False,43750,20089,Rhm. Pzw.,4705,-882
3733,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch37_WZ111G_FT.png,8241,9225,-4353,26479,9,China,6427,TD,False,43833,12481,WZ-111G FT,1510,-638
2869,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/czech-Cz16_TNH_T_vz51.png,3185,7452,-4426,25213,9,Czech,8034,HT,False,43963,15723,TNH T Vz. 51,7379,-808
280,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G108_PzKpfwII_AusfD.png,60433,594,-4567,25213,2,Germany,5992,LT,True,21690,449,Pz. II D,101,-1261
3005,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It15_Rinoceronte.png,2977,8041,-4581,27040,10,Italy,9218,HT,False,50739,20239,Rinoceronte,14959,-832
2750,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G67_VK4502A.png,10513,6843,-4629,25389,8,Germany,8350,HT,False,39519,11915,VK 45.02 A,634,-978
2129,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch29_Type_62C_prot.png,5937,13066,-4654,16068,10,China,8504,LT,False,43186,18706,WZ-132-1,1010,-916
996,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A25_M2_med.png,4897,4340,-4693,14323,3,USA,4043,MT,False,14898,927,M2 Medium,166,-1273
1284,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J06_Ke_Ho.png,2913,6152,-4715,29809,4,Japan,6108,LT,False,32302,1056,Ke-Ho,321,-891
2312,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F36_AMX_AC_Mle1948.png,12097,8219,-4732,19388,8,France,5574,TD,False,31595,8719,AMX AC 48,1544,-835
1915,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J23_Mi_To.png,5729,4443,-4778,31319,5,Japan,6460,HT,False,34128,3144,O-I Exp.,363,-904
2460,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB31_Conqueror_Gun.png,12369,10078,-5052,17828,10,UK,6276,SPG,False,41295,18441,ConquerorGC,4403,-767
2089,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB11_Caernarvon.png,3921,6546,-5268,25315,8,UK,7750,HT,False,38047,11453,Caernarvon,7158,-1073
1890,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F88_AMX_13_105.png,17217,13961,-5428,13093,10,France,8552,LT,False,39485,17857,AMX 13 105,6305,-1175
